numero,link,tribunal,tipo_participacao,nome_parte
1005478-91.2023.8.26.0510,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=E6000BIZW0000&processo.foro=510&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,Coca-Cola Indústrias Ltda
1006226-94.2021.8.26.0510,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=E600086Q70000&processo.foro=510&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,Coca Cola Industrias Ltda
1000058-52.2025.8.26.0699,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=JF0004XCA0000&processo.foro=699&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,Coca Cola Femsa Brasil Ltda
1003379-45.2025.8.26.0554,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=FE000LDAB0000&processo.foro=554&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,Coca Cola Femsa Brasil Ltda
0005451-95.2025.8.26.0562,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=FM0010NY90000&processo.foro=562&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,Empresa Coca Cola
0040610-90.2011.8.26.0562,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=FMZ0B0VC20000&processo.foro=562&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,Coca Cola Industrias Ltda
1011478-42.2023.8.26.0564,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=FO000L2D40000&processo.foro=564&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,Rio de Janeiro Refrescos Ltda (Coca Cola Andina)
1005853-27.2023.8.26.0564,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=FO000KU7E0000&processo.foro=564&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,Coca-cola Indústrias Ltda
1003703-33.2024.8.26.0566,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=FQ0008K1I0000&processo.foro=566&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,Coca Cola Industrias Ltda
1000425-69.2025.8.26.0572,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=FW00039WF0000&processo.foro=572&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,Coca Cola Indústrias Ltda
1002998-47.2020.8.26.0575,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=FZ0001H190000&processo.foro=575&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,Coca Cola Femsa Industrias Ltda
1013303-14.2025.8.26.0576,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=G0000VU3M0000&processo.foro=576&paginaConsulta=5&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,Coca Cola Insdústrias Ltda
1010150-07.2024.8.26.0576,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=G0000T7RJ0000&processo.foro=576&paginaConsulta=5&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,Coca Cola Industria Ltda
1009497-05.2024.8.26.0576,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=G0000T6S10000&processo.foro=576&paginaConsulta=5&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,Coca Cola Industria Ltda
1037886-34.2023.8.26.0576,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=G0000RS6X0000&processo.foro=576&paginaConsulta=5&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,Coca Cola Industrias Ltda
1067552-17.2022.8.26.0576,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=G0000PVD40000&processo.foro=576&paginaConsulta=5&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,Coca Cola Industrias Ltda
1016559-09.2018.8.26.0576,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=G00009UJ40000&processo.foro=576&paginaConsulta=5&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,Coca Cola Industrias Ltda
1001711-67.2025.8.26.0577,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=G1000RVD40000&processo.foro=577&paginaConsulta=5&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,Coca Cola Ltda
1024712-57.2020.8.26.0577,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=G1000IZV30000&processo.foro=577&paginaConsulta=5&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,Coca Cola Insdústrias Ltda
1012610-22.2024.8.26.0590,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GE000FZJX0000&processo.foro=590&paginaConsulta=5&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,Coca Cola Industrias Ltda
0002543-15.2024.8.26.0590,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GE000FNCU0000&processo.foro=590&paginaConsulta=5&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,Coca Cola Industrias Ltda
1000237-56.2024.8.26.0590,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GE000F55X0000&processo.foro=590&paginaConsulta=5&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,Coca Cola Industrias Ltda
1000381-22.2014.8.26.0609,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GX0000W5F0000&processo.foro=609&paginaConsulta=5&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Exeqte,SPAL IND. BRASILEIRA DE BEBIDAS S/A -COCA COLA
1006347-63.2024.8.26.0625,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=HD000DPDK0000&processo.foro=625&paginaConsulta=5&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,Coca Cola Industrias Ltda
1002297-40.2024.8.26.0642,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=HU0006H580000&processo.foro=642&paginaConsulta=5&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,The Coca Cola Company - Sistema Coca Cola Brasil
1002299-93.2018.8.26.0650,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=I20001IND0000&processo.foro=650&paginaConsulta=5&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,SPAL INDÚSTRIA BRASILEIRA DE BEBIDAS S.A. (COCA-COLA FEMSA BRASIL)
1004689-80.2021.8.26.0084,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=2C0002Z640000&processo.foro=84&paginaConsulta=5&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,Coca Cola Femsa Industrias Ltda
1029539-69.2015.8.26.0001,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=0100196JV0000&processo.foro=1&paginaConsulta=5&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,Instituto Coca-cola Brasil
1020326-18.2024.8.26.0003,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=03001FD4C0000&processo.foro=3&paginaConsulta=5&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,Coca Cola Industrias Ltda
1004395-32.2025.8.26.0005,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=05001IWB80000&processo.foro=5&paginaConsulta=5&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,Coca Cola Insdústrias Ltda
1031077-92.2023.8.26.0005,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=05001HCVF0000&processo.foro=5&paginaConsulta=5&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,Coca Cola Industria Ltda
1002506-79.2021.8.26.0006,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=06001AFHM0000&processo.foro=6&paginaConsulta=5&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,Coca Cola Industrias Ltda
0005701-81.2024.8.26.0007,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=07001MQXJ0000&processo.foro=7&paginaConsulta=6&paginaConsulta=5&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,The Coca Cola Company
1011291-34.2015.8.26.0008,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=080013CWH0000&processo.foro=8&paginaConsulta=6&paginaConsulta=5&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,Coca Cola Industrias Ltda
1011813-20.2018.8.26.0020,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=0K000560M0000&processo.foro=20&paginaConsulta=6&paginaConsulta=5&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,Coca Cola Industrias Ltda
1008715-77.2025.8.26.0021,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=0L000I92C0000&processo.foro=21&paginaConsulta=6&paginaConsulta=5&paginaConsulta=4&paginaConsulta=3&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjsp.jus.br,Reqdo,Coca Cola Industrias Ltda
0708691-14.2024.8.02.0058,https://www2.tjal.jus.br/cpopg/show.do?processo.codigo=1M0005NF00000&processo.foro=58&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://www2.tjal.jus.br,Réu,Ccil- Coca-cola Indústria Ltda.
0701041-13.2024.8.02.0058,https://www2.tjal.jus.br/cpopg/show.do?processo.codigo=1M0005H8E0000&processo.foro=58&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://www2.tjal.jus.br,Réu,Coca Cola Industrias Ltda
0707560-09.2021.8.02.0058,https://www2.tjal.jus.br/cpopg/show.do?processo.codigo=1M000462Y0000&processo.foro=58&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://www2.tjal.jus.br,Réu,Coca Cola Industrias Ltda
0711656-39.2024.8.02.0001,https://www2.tjal.jus.br/cpopg/show.do?processo.codigo=01001GM420000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://www2.tjal.jus.br,Réu,Coca Cola Industrias Ltda
0727701-21.2024.8.02.0001,https://www2.tjal.jus.br/cpopg/show.do?processo.codigo=01001NTTM0000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://www2.tjal.jus.br,Réu,Ccil- Coca-cola Indústria Ltda.
0019019-51.2006.8.02.0001,https://www2.tjal.jus.br/cpopg/show.do?processo.codigo=010008V0C0000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://www2.tjal.jus.br,Ré,Companhia Alagoana de Refrigerantes Coca Cola
0723388-85.2022.8.02.0001,https://www2.tjal.jus.br/cpopg/show.do?processo.codigo=010018JQ50000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://www2.tjal.jus.br,Réu,Coca Cola Industrias Ltda
0717125-76.2018.8.02.0001,https://www2.tjal.jus.br/cpopg/show.do?processo.codigo=01000OILQ0000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://www2.tjal.jus.br,Autor,Companhia Maranhense de Refrigerante - Grupo Solar (coca-cola)
0739914-30.2022.8.02.0001,https://www2.tjal.jus.br/cpopg/show.do?processo.codigo=01001E6WP0000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://www2.tjal.jus.br,Réu,Ccil- Coca-cola Indústria Ltda.
0026217-03.2010.8.02.0001,https://www2.tjal.jus.br/cpopg/show.do?processo.codigo=01000BFWS0000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://www2.tjal.jus.br,Réu,Cia Alagoana de Refrigerantes ( Cial Maceió) Coca Cola Brasil
0730708-94.2019.8.02.0001,https://www2.tjal.jus.br/cpopg/show.do?processo.codigo=01000RKLE0000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://www2.tjal.jus.br,Réu,Coca Cola Indústrias Ltda.
0800307-86.2020.8.02.0001,https://www2.tjal.jus.br/cpopg/show.do?processo.codigo=01000UMCL0000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://www2.tjal.jus.br,Executado,Coca Cola CBA - Indústria de Bebidas e Alimentos
0703250-68.2020.8.02.0001,https://www2.tjal.jus.br/cpopg/show.do?processo.codigo=01000UEL90000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://www2.tjal.jus.br,Réu,Coca Cola Industrias Ltda.
0711194-97.2015.8.02.0001,https://www2.tjal.jus.br/cpopg/show.do?processo.codigo=01000IJU10000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://www2.tjal.jus.br,Ré,COMPANHIA MARANHENSE DE REFRIGERANTE - GRUPO SOLAR (COCA-COLA)
0709192-86.2017.8.02.0001,https://www2.tjal.jus.br/cpopg/show.do?processo.codigo=01000LFDM0000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://www2.tjal.jus.br,Réu,Companhia Maranhense de Refrigerante - Grupo Solar (coca-cola)
0712543-43.2012.8.02.0001,https://www2.tjal.jus.br/cpopg/show.do?processo.codigo=01000ECDJ0000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://www2.tjal.jus.br,Réu,COCA COLA DO BRASIL S/A (CONVIVER)
0028679-93.2011.8.02.0001,https://www2.tjal.jus.br/cpopg/show.do?processo.codigo=01000D3W30000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://www2.tjal.jus.br,Réu,CCIL- Coca-Cola Indústria Ltda.
0700454-86.2021.8.02.0028,https://www2.tjal.jus.br/cpopg/show.do?processo.codigo=0S0000BUT0000&processo.foro=28&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://www2.tjal.jus.br,Réu,Coca Cola Indústrias Ltda
0701958-87.2023.8.02.0051,https://www2.tjal.jus.br/cpopg/show.do?processo.codigo=1F00014860000&processo.foro=51&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://www2.tjal.jus.br,Réu,Solar Coca-Cola
0000720-86.2014.8.02.0052,https://www2.tjal.jus.br/cpopg/show.do?processo.codigo=1G00006U90000&processo.foro=52&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://www2.tjal.jus.br,Requerido,GRUPO SOLAR COCA-COLA-COMPANHIA MARANHENSEDE REFRIGERANTE
0002406-16.2019.8.02.0157,https://www2.tjal.jus.br/cpopg/show.do?processo.codigo=4D0000DNL0000&processo.foro=157&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://www2.tjal.jus.br,Requerido,MARCIA CRISTINA DE SOUZA ME - COCA COLA TRITON
0000472-24.2018.8.06.0035,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=0Z00000MJ0000&processo.foro=35&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://esaj.tjce.jus.br,Requerido,COCA-COLA BRASIL
0050214-29.2020.8.06.0041,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=1500001R00000&processo.foro=41&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://esaj.tjce.jus.br,Requerido,Norsa Refrigerantes Ltda. (Coca-cola Brasil)
0005149-52.2018.8.06.0050,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=1EZ2Z64V10000&processo.foro=50&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://esaj.tjce.jus.br,Requerido,Coca Cola Industrias Ltda
0050521-07.2021.8.06.0054,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=1I000054C0000&processo.foro=54&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://esaj.tjce.jus.br,Requerida,Coca-cola Industria Ltda
0200244-83.2024.8.06.0058,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=1M00003UC0000&processo.foro=58&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://esaj.tjce.jus.br,Requerido,Coca-cola Indústrias Ltda.
0214853-48.2024.8.06.0001,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=01002ID4F0000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://esaj.tjce.jus.br,Requerido,Coca-cola Brasil
0286161-81.2023.8.06.0001,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=01002H1L50000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://esaj.tjce.jus.br,Requerido,Norsa Refrigerantes Ltda. (coca-cola)
0270063-21.2023.8.06.0001,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=01002ESRS0000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://esaj.tjce.jus.br,Requerido,Coca-Cola Indústria Ltda
0227763-44.2023.8.06.0001,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=010028E1J0000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://esaj.tjce.jus.br,Requerido,Coca-cola Industria Ltda
0226474-76.2023.8.06.0001,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=0100286K60000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://esaj.tjce.jus.br,Requerido,Coca-cola Industria Ltda
0285666-71.2022.8.06.0001,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=0100224HR0000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://esaj.tjce.jus.br,Requerido,Solar Coca Cola
0240134-74.2022.8.06.0001,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=01001XG390000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://esaj.tjce.jus.br,Requerido,Coca-cola Industrias Ltda
0280598-77.2021.8.06.0001,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=01001S0SS0000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://esaj.tjce.jus.br,Impetrante,Norsa Refrigerantes Ltda. (Coca-cola Brasil)
0168161-69.2016.8.06.0001,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=01000L9730000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://esaj.tjce.jus.br,Requerente,Norsa Refrigerantes Ltda. (Coca-cola Brasil)
0241574-42.2021.8.06.0001,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=01001NQ5B0000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://esaj.tjce.jus.br,Requerido,Norsa Refrigerantes Ltda. (Coca-cola Brasil)
0175851-81.2018.8.06.0001,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=01000YPDO0000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://esaj.tjce.jus.br,Requerido,Norsa Refrigerantes Ltda. (Coca-Cola Brasil)
0213543-46.2020.8.06.0001,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=01001BLL60000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://esaj.tjce.jus.br,Requerido,Coca Cola Indústrias Ltda.
0188725-64.2019.8.06.0001,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=010018EOY0000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://esaj.tjce.jus.br,Requerido,Norsa Refrigerantes Ltda. (Coca-Cola)
0171359-12.2019.8.06.0001,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=010015EDY0000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://esaj.tjce.jus.br,Requerido,Coca-cola Industria Ltda
0160294-20.2019.8.06.0001,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=010014AKM0000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://esaj.tjce.jus.br,Requerido,Coca-cola Industria Ltda
0147780-35.2019.8.06.0001,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=010013CR80000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://esaj.tjce.jus.br,Requerido,Coca-Cola Indústrias Ltda.
